Tract,Pop_Tot,Pop_18,%White,%Black,%Hispanic_Latino,%Asian,%Other,%Mixed,%Edu_hs,%Edu_bac,J_Tot,J_W_1,J_B_1,J_W_2,J_B_2,J_B_3,Median_Inc,Agg_Inc,M_Age_Wor,M_Age_All,Transit_all,Perc_Drive,Perc_Transit_all,Perc_Bus,Perc_Subway
36005001600,5825,4279,3.656652360515021,34.69527896995708,59.26180257510729,1.0987124463519313,0.8583690987124464,0.4291845493562232,76.18602477214303,16.662771675625144,2140,608,767,476,52,237,34093,116627300.0,39.7,33.7,1071,39.16984732824427,51.097328244274806,18.94083969465649,32.156488549618324
36005002400,155,123,41.935483870967744,58.06451612903226,0.0,0.0,0.0,0.0,100.0,73.17073170731707,123,90,33,0,0,0,-666666666,,30.3,27.9,123,0.0,100.0,69.10569105691057,30.89430894308943
36005003100,1689,1264,1.4209591474245116,23.327412670219065,70.45589105979869,4.381290704558911,0.4144464179988159,0.0,70.96518987341773,15.348101265822786,889,223,223,275,64,104,43255,35062600.0,37.0,33.0,544,22.235722964763063,66.0996354799514,15.795868772782503,50.3037667071689
36005003800,1350,1019,0.0,23.85185185185185,76.14814814814815,0.0,0.0,0.0,77.62512266928361,5.397448478900883,503,89,155,160,35,64,33681,30315400.0,42.9,37.4,230,50.303030303030305,46.464646464646464,15.555555555555555,30.50505050505051
36005004100,5942,4220,1.716593739481656,27.347694378996973,70.54863682261865,0.2019522046449007,0.0,0.18512285425782565,62.25118483412322,11.137440758293838,1981,275,895,480,39,292,19643,75935000.0,38.0,30.1,1477,9.043927648578812,76.33074935400516,11.937984496124031,64.39276485788113
36005011900,5440,4096,3.6580882352941178,21.433823529411764,72.75735294117646,0.22058823529411764,0.7536764705882353,1.1764705882352942,59.8876953125,8.3984375,2085,183,994,389,133,386,28988,73719700.0,36.1,33.0,1491,13.906325446644132,71.99420569773056,6.228874939642685,65.47561564461613
36005011502,4582,2973,0.7202095154954169,40.178961152335226,57.900480139677,0.19642077695329552,1.003928415539066,0.0,70.8711738984191,11.268079381096536,1400,210,551,364,97,178,17656,54710100.0,37.7,29.4,795,23.670007710100233,61.2952968388589,13.030069390902083,47.64841942945258
36005014100,5851,4202,1.7945650316185267,30.06323705349513,66.15963083233636,0.3589130063237053,0.11963766877456845,1.5040164074517177,69.18134221799144,16.111375535459306,2376,444,976,394,163,399,31205,96838800.0,37.1,32.0,1539,16.78082191780822,65.8818493150685,23.972602739726025,41.22431506849315
36005015100,5309,3674,1.3938594838952723,46.166886419288,52.19438689018647,0.0,0.0,0.2448672066302505,75.04082743603702,16.140446379967337,2069,439,947,434,71,178,29276,78266100.0,35.7,31.1,1213,27.858212680978532,60.55916125811282,20.0199700449326,39.54068896655018
36005015300,4474,3157,0.31291908806437196,48.815377738042024,49.821189092534645,1.0505140813589628,0.0,0.0,74.53278428888184,19.037060500475135,1572,356,482,449,89,196,24438,77017200.0,39.0,30.4,784,32.72727272727273,54.82517482517483,12.797202797202797,42.02797202797203
36005015500,2927,2085,0.0,22.68534335497096,75.02562350529553,0.8199521694567817,1.093269559275709,0.37581141100102494,60.23980815347721,11.462829736211031,1109,176,541,248,42,102,22067,36271000.0,39.5,33.0,633,21.18811881188119,62.67326732673267,16.435643564356436,46.23762376237624
36005023600,1816,1275,31.05726872246696,17.290748898678416,40.7488986784141,10.848017621145374,0.0,0.05506607929515419,71.68627450980392,20.235294117647058,765,145,213,198,45,164,38021,33065700.0,31.1,27.8,376,37.64705882352941,49.15032679738562,18.03921568627451,31.11111111111111
36005024300,5737,4060,1.289872755795712,18.389402126546976,78.21160885480217,1.0284120620533381,0.6100749520655394,0.4706292487362733,69.43349753694581,6.4778325123152705,2122,299,802,479,178,364,25088,76728300.0,38.9,32.8,1521,17.846750727449077,73.76333656644036,24.296799224054315,44.56838021338506
36005042902,4041,3076,4.8997772828507795,27.418955704033653,63.67235832714675,2.1281860925513487,0.8166295471417966,1.0640930462756744,72.39921976592979,21.261378413524056,1803,434,623,318,280,148,35956,76571700.0,40.4,36.1,1104,19.282511210762333,61.88340807174888,10.089686098654708,49.271300448430495
36005033000,5776,4525,43.38642659279778,16.672437673130194,36.58240997229917,0.0,1.5235457063711912,1.8351800554016622,77.50276243093923,12.906077348066297,2249,714,529,433,290,283,39836,104627500.0,40.6,39.0,1488,20.593607305936075,67.94520547945206,16.25570776255708,48.58447488584475
36005035800,8172,6801,4.968184043073911,68.57562408223201,24.069995105237396,1.6030347528144886,0.0,0.7831620166421929,81.38509042787825,27.672401117482725,3800,1608,896,772,206,318,69766,231896300.0,39.2,37.9,1750,43.48178137651822,47.233468286099864,15.573549257759783,29.41970310391363
36005037100,4226,3175,1.2778040700425934,20.49219119734974,75.13014671083768,0.4022716516800757,1.0411736867013723,1.6564126833885469,57.51181102362205,14.803149606299213,1510,147,697,407,162,97,22685,76284300.0,37.7,36.6,879,21.084745762711865,59.59322033898305,20.33898305084746,36.47457627118644
36005038500,4766,3096,0.5874947545111204,28.409567771716326,70.66722618548049,0.0,0.3357112882920688,0.0,65.82687338501292,5.8462532299741605,1656,232,650,346,174,254,26509,70964200.0,32.4,28.1,1266,14.632665452337584,76.86703096539162,20.522161505768064,55.4341226472374
36005042100,5661,4106,8.567390920332096,15.173997526938704,59.24748277689454,11.040452216922805,0.0,5.970676558911854,68.65562591329761,28.884559181685336,2407,829,797,398,57,326,38083,113361600.0,33.8,31.5,1411,14.416285832987121,58.620689655172406,14.665558786871625,43.95513086830079
