Tract,Pop_Tot,Pop_18,%White,%Black,%Hispanic_Latino,%Asian,%Other,%Mixed,%Edu_hs,%Edu_bac,J_Tot,J_W_1,J_B_1,J_W_2,J_B_2,J_B_3,Median_Inc,Agg_Inc,M_Age_Wor,M_Age_All,Transit_all,Perc_Drive,Perc_Transit_all,Perc_Bus,Perc_Subway
36005023301,3956,3043,0.0,32.659251769464106,63.19514661274014,2.0475227502527806,1.5672396359959553,0.5308392315470172,67.5320407492606,14.163654288531054,1728,286,600,375,73,394,30861,65615400.0,38.1,33.0,1135,22.048192771084338,68.37349397590361,15.602409638554219,51.445783132530124
36005016300,0,0,,,,,,,,,0,0,0,0,0,0,-666666666,-666666666.0,-666666666.0,-666666666.0,0,,,,
36005016900,1633,1239,0.3061849357011635,46.172688303735455,53.52112676056338,0.0,0.0,0.0,65.94027441485069,11.702986279257466,575,77,241,140,0,117,30221,23711100.0,37.8,33.7,359,22.816399286987522,63.992869875222816,30.303030303030305,33.68983957219251
36005017300,5746,4377,2.8367560041768187,24.62582666202576,66.15036547163244,4.524886877828054,0.8005569091541943,1.061608075182736,59.03586931688372,12.085903586931689,1875,215,886,362,11,401,20662,73393900.0,41.8,37.6,1423,6.440677966101695,80.3954802259887,18.8135593220339,57.00564971751413
36005024600,2011,1640,42.51616111387369,4.823470909995027,34.95773247140726,17.702635504724018,0.0,0.0,78.84146341463415,23.231707317073173,977,309,291,192,72,113,65473,56383900.0,41.1,41.2,480,42.12721584984359,50.05213764337852,13.764337851929092,35.45359749739312
36005024900,0,0,,,,,,,,,0,0,0,0,0,0,-666666666,-666666666.0,-666666666.0,-666666666.0,0,,,,
36005025000,2591,1926,49.01582400617522,0.0771902740254728,30.760324199150908,18.91161713624083,1.2350443844075647,0.0,90.49844236760126,39.66770508826583,1131,551,306,156,30,88,85868,97607700.0,42.3,39.7,548,40.58355437665783,48.4526967285588,10.698496905393457,36.7816091954023
36005025200,2787,2208,39.57660566917833,4.018658055256549,43.34409759598134,10.54897739504844,0.0,2.5116612845353425,82.51811594202898,26.313405797101446,1364,639,264,182,144,135,77500,88469300.0,39.5,36.7,519,41.1144578313253,39.081325301204814,22.13855421686747,14.683734939759036
36005025700,1999,1653,1.8009004502251125,14.25712856428214,82.14107053526763,0.2001000500250125,1.150575287643822,0.4502251125562781,84.08953418027828,19.782214156079856,1316,306,544,198,97,171,52926,48534100.0,33.7,31.0,979,12.971698113207546,76.96540880503144,12.5,59.355345911949684
36005027700,4660,3352,11.587982832618025,11.974248927038627,70.17167381974248,2.296137339055794,2.9184549356223175,1.0515021459227467,72.49403341288783,19.48090692124105,2093,473,1149,265,123,83,29621,80987400.0,37.6,34.2,1528,16.94664031620553,75.49407114624506,9.288537549407115,62.59881422924901
36005028500,3523,3013,45.784842463809255,2.9804144195288105,32.98325290945217,16.520011353959692,0.4825432869713313,1.2489355662787396,88.68237636906737,53.8997676734152,1943,1149,374,333,50,37,58467,124350200.0,34.3,35.0,1076,31.036296685954763,56.60178853235139,4.786954234613361,51.81483429773803
36005028600,1085,893,44.60829493087557,3.5944700460829497,22.48847926267281,23.870967741935484,0.0,5.43778801843318,91.93729003359462,39.97760358342665,552,227,83,211,17,14,85625,44949000.0,43.4,43.8,131,65.0375939849624,24.62406015037594,6.015037593984962,14.661654135338345
36005028900,4807,3821,16.954441439567297,5.408778864156439,68.29623465779072,4.098190139380071,4.139796130642813,1.1025587684626585,73.09604815493327,25.255168803978016,2166,622,757,421,61,305,52754,132287600.0,38.4,38.6,1354,30.009233610341646,62.51154201292706,20.313942751615883,42.197599261311176
36005031200,1678,1307,33.55184743742551,27.949940405244337,21.156138259833135,14.421930870083433,0.23837902264600713,2.6817640047675804,87.75822494261668,45.29456771231828,908,437,190,165,40,76,98250,67775500.0,44.3,41.7,356,53.42312008978676,39.95510662177329,10.886644219977553,23.007856341189676
36005018900,8210,5602,4.141291108404385,28.514007308160778,65.24969549330085,0.41412911084043846,0.7917174177831912,0.8891595615103532,63.53088182791859,12.67404498393431,3325,710,1427,614,130,444,27339,120097400.0,35.4,30.7,2162,21.033210332103323,66.48216482164821,13.314883148831488,49.69249692496925
36005040304,3593,2331,1.0297801280267187,2.5327024770386863,91.26078485944893,4.313943779571389,0.8627887559142778,0.0,66.70956670956672,11.797511797511797,1533,200,685,300,85,263,25897,52497600.0,37.2,26.9,1012,10.883905013192612,66.75461741424802,12.928759894459102,51.78100263852242
36005040501,4399,3051,2.0004546487838146,10.025005683109796,84.7238008638327,2.2959763582632418,0.681973175721755,0.272789270288702,65.06063585709605,6.588003933136677,1817,272,604,395,244,302,37935,65454900.0,39.6,30.6,1185,11.131276467029643,71.68784029038112,15.72897761645493,50.93768905021173
36005040502,7264,5137,1.1976872246696035,28.565528634361232,63.95925110132159,6.002202643171806,0.0,0.27533039647577096,72.24060735838039,14.093829083122444,2839,687,1112,528,155,357,29670,124553900.0,33.9,28.9,1926,19.260838663823737,68.44349680170576,24.022743425728503,39.72992181947406
36005043400,3710,2964,3.1805929919137466,56.19946091644204,29.407008086253366,6.522911051212938,4.474393530997305,0.215633423180593,78.37381916329285,26.180836707152494,1874,608,581,347,68,270,62000,98977100.0,36.4,35.2,859,44.62452728254998,46.40734737979471,3.7817396002161,33.873581847649916
36005044400,4295,3471,2.840512223515716,79.86030267753202,11.618160651920837,3.841676367869616,1.839348079161816,0.0,83.2901181215788,21.809276865456642,2242,585,727,491,206,233,77740,121815400.0,42.7,41.7,1038,48.49047840222945,48.211797491871806,16.95308871342313,26.056665118439387
36005045600,3220,2546,13.881987577639752,54.72049689440994,27.919254658385096,1.7701863354037266,1.5217391304347827,0.18633540372670807,84.36763550667715,24.27336999214454,1658,531,413,388,122,204,93472,132116200.0,44.9,43.8,620,57.75335775335775,37.85103785103785,6.043956043956044,27.350427350427353
36005035100,3740,3270,54.304812834224606,6.631016042780749,31.978609625668447,4.625668449197861,0.16042780748663102,2.299465240641711,93.33333333333333,36.29969418960244,1877,930,227,521,76,123,93750,146334600.0,31.2,30.3,798,39.27986906710311,43.53518821603928,3.764320785597381,36.33387888707038
36005036700,2395,1521,1.8789144050104383,29.227557411273487,66.01252609603341,2.7557411273486427,0.12526096033402923,0.0,65.74621959237344,13.083497698882315,885,196,262,272,7,148,34500,32515800.0,37.8,26.3,529,28.07017543859649,61.87134502923976,13.91812865497076,47.953216374269005
36005038100,7647,5483,0.34000261540473387,20.086308356218126,76.52674251340395,0.26154047338825687,1.4253955799659996,1.3600104616189355,64.94619733722415,13.277402881634142,3402,887,1236,587,156,536,38905,119048900.0,37.2,31.4,2352,16.263940520446095,72.86245353159852,22.55266418835192,43.83519206939282
36005038800,2763,2096,1.7734346724574739,72.45747376040535,23.452768729641694,2.1715526601520088,0.0,0.14477017734346725,78.0057251908397,20.276717557251906,1355,334,370,447,103,101,63017,75591800.0,39.3,37.4,682,33.95661929693343,51.00972326103216,12.56544502617801,36.05086013462977
36005039700,3744,3591,56.81089743589743,5.635683760683761,28.28525641025641,5.235042735042735,0.13354700854700854,3.8995726495726495,93.65079365079364,4.28849902534113,1207,370,297,333,57,150,33854,20534400.0,20.0,20.1,481,10.788757932910245,43.60834088848595,8.612873980054397,29.827742520398914
36005039901,5618,4039,2.8657885368458524,18.155927376290496,74.10110359558561,3.791384834460662,1.067995728017088,0.0177999288002848,59.94057935132459,7.056202030205497,2107,160,962,281,98,606,28049,62671600.0,36.2,32.5,1430,13.730439172135286,72.18576476527006,25.037859666834933,44.32104997476022
36005040900,3194,2538,20.538509705698186,59.3613024420789,15.309956167814654,2.6299311208515967,1.440200375704446,0.720100187852223,90.58313632781719,25.137903861308114,1617,553,586,255,30,193,52956,97683200.0,47.5,40.9,1099,19.310793237971392,71.45643693107932,10.013003901170352,59.427828348504555
36005042000,4206,3233,3.209700427960057,58.41654778887304,31.28863528292915,5.515929624346172,0.879695672848312,0.6894912030432715,73.43025054129292,16.39344262295082,1770,438,697,363,117,155,42689,77685000.0,36.3,33.7,815,36.31990378833434,49.00781719783524,10.763680096211665,36.80096211665664
36005042400,2569,2083,3.3086804203970415,78.16270922537953,14.713896457765669,1.6738030362008562,0.544959128065395,1.5959517321915144,79.30868939030245,28.660585693710992,1276,531,401,180,73,91,86422,77414000.0,44.4,43.6,608,37.156704361873985,49.11147011308562,14.45880452342488,28.27140549273021
36005043500,499,278,3.2064128256513023,30.861723446893784,35.87174348697395,0.0,28.857715430861724,1.2024048096192386,76.97841726618705,10.79136690647482,140,43,31,26,0,40,27813,6751300.0,31.9,26.5,102,14.17910447761194,76.11940298507463,30.597014925373134,26.865671641791046
36005042800,2120,1679,2.5943396226415096,80.09433962264151,13.537735849056604,0.5188679245283019,0.0,3.2547169811320753,84.57415128052412,26.265634306134604,960,391,263,172,44,90,82599,66436400.0,42.6,47.7,315,56.36363636363636,33.68983957219251,12.620320855614972,19.144385026737968
36005041100,3510,2692,9.6011396011396,21.28205128205128,63.53276353276354,4.9002849002849,0.0,0.6837606837606838,73.5884101040119,13.521545319465082,1761,311,822,337,96,195,41587,73113200.0,38.0,35.3,1246,20.329358319136855,70.75525269733106,11.243611584327088,57.97842135150483
36005041300,8677,6417,7.571741385271408,11.582344128154892,76.12077907110752,2.535438515615996,0.0,2.189696899850179,81.9697678042699,19.978182951534983,4657,1049,1694,919,330,665,53032,180412400.0,35.9,31.3,3143,19.871082462769504,69.85996888197377,5.401200266725939,56.96821515892421
36005041900,6035,4712,10.35625517812759,11.549295774647888,65.21955260977631,11.864125932062967,0.3645401822700911,0.6462303231151615,76.69779286926996,24.02376910016978,3082,801,1223,669,92,297,35837,120029000.0,35.8,33.5,1661,25.033333333333335,55.36666666666667,9.066666666666666,46.300000000000004
36005019900,8338,6097,1.7150395778364116,29.87526984888462,67.15039577836411,0.0,0.5396977692492204,0.7195970256656272,74.74167623421354,18.090864359521074,4169,1019,1411,1045,161,533,42569,161123400.0,40.1,33.4,2974,20.81022425850012,71.71449240414758,20.37617554858934,49.52978056426332
36005020200,2385,1821,4.360587002096436,15.09433962264151,61.257861635220124,16.058700209643607,0.29350104821802936,2.9350104821802936,75.12355848434926,19.87918725974739,1088,248,415,171,104,150,39306,47551300.0,39.3,36.2,599,25.76045627376426,56.93916349809886,6.55893536121673,49.42965779467681
36005020601,2237,1856,3.5315154224407688,7.599463567277604,52.57040679481448,32.36477425122932,1.430487259722843,2.5033527045149757,84.80603448275862,23.4375,964,264,210,225,171,94,48367,47914000.0,39.4,36.9,552,34.421052631578945,58.10526315789474,18.210526315789473,37.68421052631579
36005021100,5343,3589,0.7486430844095078,29.664982219726742,67.34044544263523,1.160396780834737,0.24330900243309003,0.8422234699606962,65.36639732516021,10.114237949289496,2125,236,838,499,117,435,30092,71193600.0,38.3,30.3,1423,17.459562321598476,67.69743101807802,22.407231208372977,42.76879162702188
36005021200,4850,4133,1.402061855670103,41.319587628865975,32.18556701030928,23.422680412371133,0.8041237113402062,0.865979381443299,84.80522622792161,27.510283087345755,2633,910,702,620,116,285,57500,148197800.0,45.5,45.9,1901,14.362313289927231,72.80735350440443,17.847567981616237,54.95978552278821
36005021601,4720,3376,4.216101694915254,23.177966101694917,62.79661016949153,3.2203389830508473,2.0338983050847457,4.555084745762712,78.85071090047393,8.708530805687204,1838,247,789,326,174,302,34510,82983900.0,36.5,33.5,1202,27.47191011235955,67.52808988764045,28.651685393258425,36.741573033707866
36005025600,1696,1328,15.566037735849056,7.193396226415095,65.625,9.492924528301886,0.0,2.1226415094339623,73.87048192771084,19.27710843373494,726,228,200,183,72,43,52700,40600300.0,39.8,33.2,324,32.17270194986072,45.12534818941504,13.509749303621168,28.27298050139276
36005022703,1688,1187,4.383886255924171,21.741706161137444,67.77251184834124,5.213270142180095,0.47393364928909953,0.4146919431279621,70.68239258635215,30.66554338668913,783,265,168,129,56,165,60938,37061300.0,39.9,34.1,406,28.7012987012987,52.72727272727272,12.467532467532468,40.25974025974026
36005023702,1180,873,0.9322033898305085,18.135593220338983,80.67796610169492,0.0,0.0,0.2542372881355932,58.8774341351661,12.027491408934708,461,83,184,73,58,63,37734,18797100.0,34.8,32.5,324,13.333333333333334,72.0,28.444444444444443,43.55555555555555
36005024000,3903,2914,10.479118626697412,17.62746605175506,67.94773251345119,2.1009479887266207,1.1785805790417627,0.6661542403279528,76.04667124227865,20.10981468771448,1805,433,517,420,189,246,39688,77550700.0,39.4,33.6,1154,22.93628808864266,63.933518005540165,7.42382271468144,54.62603878116343
36005026300,6218,4672,8.74879382438083,19.12190414924413,69.45963332261177,0.0,2.1389514313284015,0.5307172724348665,65.64640410958904,14.105308219178081,2236,401,932,501,248,154,19629,93418200.0,36.7,35.8,1584,12.573496155585708,71.64179104477611,29.262777023971054,42.379014020805066
36005026500,7851,5516,3.1078843459431917,7.744236403005987,82.69010317157051,3.0824098840911986,2.1780664883454337,1.1972997070436886,63.72371283538796,7.75924583031182,3390,269,1074,921,446,680,41187,102993600.0,35.0,31.2,2695,10.684523809523808,80.20833333333334,18.928571428571427,60.71428571428571
36005028100,3954,3339,30.728376327769347,19.044006069802734,44.511886697015676,3.5912999494183104,1.3909964592817399,0.7334344967121902,86.01377657981432,38.81401617250674,1830,857,401,407,73,92,67933,133541800.0,45.8,51.4,954,30.272108843537417,54.08163265306123,13.095238095238097,40.98639455782313
36005028300,2489,1920,11.932503013258337,28.887103254319,57.734029730815585,0.0,0.0,1.4463640016070711,74.16666666666667,16.875,1033,225,345,300,113,50,26887,47657200.0,33.8,32.5,746,16.39511201629328,75.96741344195519,6.008146639511202,54.17515274949084
36005031400,2079,1752,35.4978354978355,12.554112554112553,43.33814333814334,6.685906685906685,1.443001443001443,0.48100048100048104,87.89954337899543,35.3310502283105,931,373,189,203,84,82,92396,67420400.0,42.8,48.0,362,50.32327586206896,39.008620689655174,9.913793103448276,28.448275862068968
36005032800,3839,2640,13.4410002604845,10.132847095597812,64.54805939046628,10.367283146652774,0.0,1.5108101067986455,73.56060606060606,19.924242424242426,1331,301,372,351,107,200,29219,62064400.0,39.0,34.8,790,22.093023255813954,61.240310077519375,25.03875968992248,32.945736434108525
36005037400,3861,2777,1.9166019166019166,44.85884485884486,50.064750064750065,0.8288008288008288,0.6734006734006733,1.6576016576016577,65.82643140079222,10.334893770255672,1482,243,595,403,98,143,27695,61577300.0,36.1,31.7,812,33.47670250896057,58.2078853046595,17.275985663082437,39.6415770609319
36005038200,3100,2099,1.5806451612903227,60.64516129032258,33.483870967741936,3.645161290322581,0.4193548387096774,0.22580645161290325,76.51262505955216,20.581229156741305,1121,358,339,169,106,149,46806,60054100.0,39.4,33.1,456,47.35349716446125,43.10018903591683,14.744801512287333,26.08695652173913
36005002300,4302,3440,0.023245002324500233,27.708042770804276,71.17619711761971,0.0,0.9298000929800093,0.16271501627150164,58.54651162790697,7.877906976744187,1385,312,540,327,88,118,18688,55153900.0,36.7,35.8,1050,15.6203288490284,78.47533632286996,22.720478325859492,55.00747384155456
36005003900,6260,4515,8.30670926517572,15.543130990415335,76.15015974440894,0.0,0.0,0.0,65.00553709856035,9.390919158361019,2833,468,1008,715,107,535,25772,128759200.0,34.7,31.2,1936,10.419681620839363,70.04341534008684,10.781476121562953,54.884225759768455
36005005400,5324,4067,1.4650638617580767,24.436513899323817,67.26145755071374,2.4229902329075883,2.404207362885049,2.0097670924117206,58.519793459552496,5.802803048930415,2311,123,1057,538,300,293,35189,79373700.0,36.1,32.3,1593,13.929684023141967,70.89452603471294,3.337783711615487,66.04361370716511
36005006200,7233,5036,1.6175860638739115,34.39789852066916,61.17793446702613,2.04617724319093,0.7465781833264206,0.013825521913452233,53.415409054805394,9.968228752978554,2621,242,1274,588,373,144,25206,78440300.0,35.3,27.8,1820,11.387485425573262,70.73455110765643,12.397979012825495,57.44267392149243
36005006800,3230,2332,0.0,26.13003095975232,58.79256965944273,12.879256965944272,2.0123839009287927,0.18575851393188852,74.78559176672384,21.655231560891938,1385,392,455,270,143,125,54395,62768100.0,34.4,31.4,917,19.46153846153846,70.53846153846153,11.384615384615385,56.53846153846154
36005007100,2795,2030,1.8604651162790697,31.77101967799642,62.61180679785331,2.4686940966010735,1.073345259391771,0.2146690518783542,81.82266009852216,19.408866995073893,1308,348,347,352,74,187,42292,61843300.0,39.6,34.1,715,35.79192546583851,55.51242236024845,11.956521739130435,43.090062111801245
36005008600,3936,2846,1.6514227642276422,49.94918699186992,46.519308943089435,0.5589430894308943,0.0,1.321138211382114,65.24947294448349,6.851721714687281,1339,207,428,382,106,216,21848,68999400.0,37.2,29.4,970,18.489984591679505,74.73035439137135,31.895223420647152,40.909090909090914
36005008700,6127,4595,1.8932593438877103,21.495022033621673,74.19618083890974,0.554920842173984,1.1914476905500244,0.6691692508568631,67.55168661588684,9.466811751904244,2171,398,869,479,186,239,23967,73582500.0,36.3,32.0,1571,11.456859971711458,74.06883545497406,12.116925978312116,61.48043375766148
36005011000,0,0,,,,,,,,,0,0,0,0,0,0,-666666666,-666666666.0,-666666666.0,-666666666.0,0,,,,
36005023502,4153,3377,0.40934264387189984,19.11870936672285,79.43655189019985,1.0353960992053937,0.0,0.0,62.451880367189816,8.054486230381997,1813,247,806,255,101,404,29342,71558300.0,40.0,41.9,1151,18.88072357263991,65.06500847936687,11.362351611079706,53.70265686828717
36005025100,7360,5279,0.8695652173913043,19.565217391304348,71.68478260869566,7.404891304347825,0.0,0.4755434782608696,68.36522068573593,16.897139609774577,3198,606,1379,610,240,363,36830,108504700.0,37.9,32.3,2153,15.069796954314722,68.30583756345177,11.802030456852792,55.48857868020305
36005025500,7674,5797,3.0362262183997917,7.922856398227782,86.00469116497264,0.0,2.697419859265051,0.3388063591347407,67.93168880455408,10.16042780748663,3368,480,1494,363,222,809,35466,101676200.0,35.8,31.7,2237,15.966921119592875,71.15139949109415,21.21501272264631,41.88931297709924
36005026400,4868,3855,33.15529991783073,5.094494658997535,51.643385373870174,8.60723089564503,0.5957271980279375,0.903861955628595,77.09468223086901,20.33722438391699,2350,589,805,498,237,221,48832,130459600.0,38.6,38.8,1014,45.124037639007696,43.370402053036784,5.3464499572284,31.77929854576561
36005033600,6714,4937,3.2022639261245156,39.41018766756032,54.02144772117963,3.2171581769436997,0.14894250819183796,0.0,78.85355479035852,14.198906218351226,2799,679,970,707,94,349,38387,122793200.0,39.3,32.5,1716,28.890516294397656,62.834126693518854,10.508971072867082,49.61552544855364
36005034300,1665,1278,36.81681681681682,19.15915915915916,40.48048048048048,1.5015015015015014,0.6006006006006006,1.4414414414414414,87.08920187793427,42.48826291079813,780,424,124,161,0,71,78869,51583200.0,41.2,38.9,419,34.55497382198953,54.84293193717278,11.649214659685864,39.52879581151832
36005002000,9040,6498,0.2323008849557522,33.5287610619469,65.39823008849558,0.0,0.0,0.8407079646017699,59.86457371498922,7.094490612496153,2616,297,942,620,136,621,20592,139188100.0,39.6,29.9,1576,24.277227722772277,62.415841584158414,23.88118811881188,38.53465346534654
36005003700,250,232,8.4,30.8,60.8,0.0,0.0,0.0,61.63793103448276,16.379310344827587,121,17,43,34,12,15,-666666666,4515900.0,48.9,41.5,63,26.446280991735538,52.066115702479344,20.66115702479339,31.40495867768595
36005006900,7801,5561,4.012306114600692,36.57223432893219,57.19779515446738,0.38456608127163183,0.07691321625432636,1.7561851044737855,72.57687466283042,14.997302643409457,3161,712,1081,859,60,449,37590,146188200.0,33.6,28.8,1856,28.307588985896576,62.323707186030894,17.629281396910677,43.68703828072532
36005012901,4419,3144,2.692916949536094,28.69427472278796,68.0244399185336,0.09051821679112922,0.0,0.4978501923512107,67.52544529262087,10.846055979643767,1438,324,512,388,64,150,25633,62409500.0,35.0,33.2,956,16.81614349775785,71.44992526158445,14.424514200298955,55.15695067264574
36005013000,1476,1155,44.579945799457995,5.555555555555555,49.390243902439025,0.0,0.0,0.47425474254742545,83.63636363636363,30.909090909090907,833,295,154,252,73,59,106346,59364800.0,39.6,36.7,143,72.9064039408867,17.610837438423648,9.729064039408868,7.8817733990147785
36005036901,2101,1422,0.14278914802475012,23.41742027605902,76.43979057591623,0.0,0.0,0.0,63.71308016877637,9.915611814345992,749,133,315,141,8,152,22273,25888400.0,34.0,30.0,438,24.466571834992887,62.30440967283073,27.311522048364157,31.436699857752487
36005005600,2279,1784,2.413339183852567,24.221149627029398,67.6612549363756,2.062308029837648,2.237823606845107,1.4041246160596754,67.65695067264575,16.143497757847534,851,189,312,191,52,107,27153,35533100.0,37.5,39.4,527,22.428748451053284,65.30359355638166,18.587360594795538,46.71623296158612
36005002702,4560,3125,0.7894736842105263,42.03947368421053,56.271929824561404,0.0,0.43859649122807015,0.4605263157894736,62.751999999999995,7.776,1490,292,592,491,53,62,13097,48405000.0,31.7,28.5,1166,8.77808988764045,81.8820224719101,16.081460674157302,64.32584269662921
36005003300,3277,2207,2.8074458346048212,30.363137015563012,60.726274031126025,0.0,3.936527311565456,2.1666158071406776,57.498867240598095,8.065246941549614,934,197,426,153,70,88,22127,43834000.0,42.3,30.5,560,19.930475086906142,64.8899188876014,6.488991888760139,58.40092699884125
36005007200,6255,4657,5.9632294164668265,11.318944844124701,42.8617106314948,33.860911270983216,0.0,5.995203836930456,74.51148808245651,17.86557869873309,2489,563,888,649,83,306,43197,101311600.0,39.1,32.8,1297,31.766680654637014,54.42719261435166,14.939152328997062,39.4880402853546
36005012101,3070,2257,2.4755700325732897,32.60586319218241,63.55048859934853,0.4560260586319218,0.0,0.9120521172638436,72.61852015950376,13.690739920248115,1332,312,378,441,52,149,39514,55505600.0,37.2,31.3,868,21.695951107715814,66.31016042780749,18.181818181818183,45.683728036669216
36005012102,1447,1062,0.3455425017277125,12.923289564616447,86.24740843123703,0.0,0.0,0.48375950241879756,58.66290018832392,6.308851224105462,461,132,199,59,0,71,23244,15599700.0,31.5,29.5,354,12.58134490238612,76.78958785249458,14.099783080260304,52.7114967462039
36005012300,4268,3287,1.1949390815370198,29.42830365510778,68.86129334582944,0.4217432052483599,0.09372071227741331,0.0,66.99117736537876,14.48128993002738,1979,617,714,271,114,263,31519,84049900.0,37.6,35.3,1245,25.71132953957579,64.40765649249872,19.192964304190376,42.57630625969995
36005013300,6000,4646,0.8500000000000001,31.933333333333337,58.650000000000006,4.016666666666667,4.083333333333333,0.46666666666666673,64.22729229444684,8.049935428325442,2468,375,1000,725,146,222,23484,125190400.0,37.6,32.6,1469,22.073017205203524,61.64498531263114,18.086445656735208,43.55853965589593
36005014300,1482,1073,0.8771929824561403,49.662618083670715,47.368421052631575,0.0,0.8097165991902834,1.282051282051282,68.12674743709226,15.936626281453867,555,127,299,58,27,44,17204,15924600.0,40.5,34.7,355,13.051823416506716,68.13819577735126,12.667946257197697,51.24760076775432
36005014400,5138,3853,1.946282600233554,29.369404437524327,65.47294667185676,1.3429349941611521,1.7127286882055275,0.1557026080186843,70.41266545548923,14.767713470023358,1732,463,635,336,78,220,22095,114941600.0,40.5,37.3,791,45.24530587522714,47.91035735917626,30.829800121138707,15.505754088431253
36005014500,7436,5139,3.1334050564819798,38.95911780527165,57.100591715976336,0.06724045185583646,0.7396449704142012,0.0,67.32827398326523,6.226892391515859,2344,180,970,524,203,467,30676,140211400.0,36.7,31.7,1397,28.947368421052634,60.267471958584984,19.240724762726487,41.0267471958585
36005016600,2244,1724,21.390374331550802,7.976827094474154,62.56684491978609,4.45632798573975,2.5401069518716577,1.06951871657754,88.8631090487239,19.54756380510441,1157,344,333,215,150,115,78333,69604600.0,43.3,41.6,359,58.88501742160279,31.27177700348432,15.766550522648085,13.066202090592336
36005019400,2375,1737,15.073684210526316,9.810526315789474,66.18947368421053,4.336842105263158,1.6,2.9894736842105263,86.81635002878527,27.806563039723663,923,324,263,208,64,64,54167,50638900.0,37.5,34.3,377,46.0390355912744,43.28358208955223,8.84041331802526,33.524684270952925
36005021301,1267,890,5.524861878453039,9.865824782951854,83.10970797158642,0.0,1.499605367008682,0.0,72.24719101123596,17.865168539325843,549,136,262,94,43,14,25509,23144900.0,39.0,34.4,406,11.596958174904943,77.18631178707224,15.399239543726237,60.836501901140686
36005022901,5743,4012,1.532300191537524,34.73794184224273,59.4462824307853,1.0273376284172036,0.6790875848859481,2.5770503221312904,66.52542372881356,10.742771684945165,2214,473,943,432,134,232,35461,98162200.0,34.2,29.0,1474,20.082720588235293,67.73897058823529,17.325367647058822,50.41360294117647
36005013200,7272,5772,28.094059405940598,16.46039603960396,52.32398239823982,1.9389438943894388,0.4675467546754675,0.7150715071507151,89.88218988218988,32.86555786555787,3826,1686,834,661,302,343,118211,305354100.0,43.7,43.3,1116,64.47695280154568,30.803201766491856,23.074799889594257,6.762351642285398
36005020100,3993,2853,3.3057851239669422,30.753819183571252,65.74004507888806,0.20035061357375405,0.0,0.0,64.17805818436733,10.339992989835261,1565,216,760,310,78,201,34038,61720600.0,38.4,32.4,1030,16.170763260025872,66.6235446313066,20.892626131953428,43.53169469598966
36005039000,2861,2263,2.411744145403705,68.47256204124432,23.41838518000699,3.3554701153442856,0.0,2.3418385180006993,73.13300927971719,13.03579319487406,1438,220,458,467,187,106,45738,59353300.0,35.9,32.1,909,33.379694019471486,63.212795549374135,13.282336578581363,48.748261474269825
36005039300,8330,5770,3.613445378151261,31.94477791116447,62.49699879951981,0.39615846338535415,0.0,1.5486194477791115,67.66031195840554,10.98786828422877,2369,521,728,451,287,382,19808,117772200.0,40.4,29.9,1446,17.220956719817767,65.87699316628701,25.968109339407746,35.71753986332574
36005040302,4192,2976,1.8368320610687023,12.786259541984732,81.32156488549617,4.055343511450381,0.0,0.0,67.20430107526882,12.130376344086022,1893,307,915,344,153,174,37759,61483700.0,35.2,30.9,1351,11.758055398530242,76.37083097795364,23.685698134539287,49.63256076879593
36005040400,3600,2933,0.9166666666666666,81.83333333333334,15.138888888888888,0.0,2.111111111111111,0.0,81.62291169451073,28.02591203545857,1838,507,468,617,29,217,79442,104059300.0,39.7,39.6,886,44.84848484848485,48.81542699724518,18.56749311294766,26.50137741046832
36005040701,3120,2376,3.3333333333333335,9.198717948717949,85.96153846153847,1.25,0.2564102564102564,0.0,73.73737373737373,17.76094276094276,1544,324,513,348,96,263,34695,57143600.0,39.9,36.4,1041,13.657876943881,70.38539553752535,13.590263691683571,56.79513184584179
36005041500,6367,4731,7.821580021988378,12.721847023716034,73.3940631380556,3.455316475577195,1.2721847023716035,1.335008638291189,77.8270978651448,16.233354470513632,3086,507,910,822,224,623,43538,127294100.0,36.2,33.1,1957,21.480987324883255,65.27685123415611,16.844563042028017,43.59573048699133
36005043600,2020,1500,6.732673267326733,63.06930693069307,18.415841584158414,4.405940594059405,7.376237623762376,0.0,88.93333333333334,27.53333333333333,886,311,145,247,83,100,66250,61230100.0,39.2,37.0,345,59.25925925925925,39.93055555555556,15.972222222222221,20.37037037037037
36005044800,2075,1679,2.987951807228916,84.19277108433735,5.783132530120482,0.0,6.506024096385541,0.5301204819277108,90.05360333531864,29.30315664085765,1097,560,254,128,43,112,96875,73593300.0,41.9,42.1,403,60.14897579143389,37.523277467411546,11.452513966480447,22.905027932960895
36005051600,4531,3636,52.504965791216065,0.022070183182520416,42.02162877951887,5.0099315824321335,0.4414036636504083,0.0,92.21672167216721,45.43454345434543,2348,965,708,479,133,63,96366,220754900.0,38.8,42.1,546,59.02061855670103,23.45360824742268,6.099656357388316,14.948453608247423
36005039200,1602,1271,1.2484394506866416,69.97503121098627,28.77652933832709,0.0,0.0,0.0,79.22895357985837,18.174665617623916,875,210,290,176,72,127,50723,35836600.0,46.0,41.7,528,26.643598615916954,60.89965397923876,19.492502883506344,39.33102652825836
